outcome,participant_code,effect,post_mean,post_sd,prior_sd,bits
Quality,M5,Intercept (baseline bias),-0.5460066795080789,0.15724863149407925,0.6790910949266368,1.8942083391496078
Quality,M56,Intercept (baseline bias),-1.3957320066019225,0.16076592102605877,0.6790910949266368,4.444864414958766
Quality,N10,Intercept (baseline bias),-0.8329667776253123,0.15190871571776857,0.6790910949266368,2.560433593409699
Quality,N22,Intercept (baseline bias),0.8609502201314313,0.15816090305052372,0.6790910949266368,2.5794225562794084
Quality,N44,Intercept (baseline bias),-1.641575635213372,0.15098029903758656,0.6790910949266368,5.698676138093218
Quality,N58,Intercept (baseline bias),1.3519576676762284,0.15500265479822578,0.6790910949266368,4.306548844983754
Quality,O12,Intercept (baseline bias),-0.023403243026270656,0.15675383028489648,0.6790910949266368,1.4330484361676552
Quality,R20,Intercept (baseline bias),-0.795497747349592,0.15421169132304247,0.6790910949266368,2.4443868937226685
Quality,S11,Intercept (baseline bias),0.05959908345990481,0.15178945439764885,0.6790910949266368,1.4817810120200494
Quality,S2,Intercept (baseline bias),-0.35641936064382707,0.15223437115086957,0.6790910949266368,1.6709199912841997
Quality,S28,Intercept (baseline bias),-0.9956867452687552,0.15244799613336904,0.6790910949266368,3.0210146211941318
Quality,S38,Intercept (baseline bias),-0.3089103147284727,0.1534132855708235,0.6790910949266368,1.610911674385009
Quality,S46,Intercept (baseline bias),-0.46519827321887935,0.15014623765144847,0.6790910949266368,1.8296567834451167
Quality,S5,Intercept (baseline bias),0.13497003813740296,0.1527057526790478,0.6790910949266368,1.496473157533794
Quality,S6,Intercept (baseline bias),1.3943484632049596,0.15306598179044295,0.6790910949266368,4.505854443939323
Quality,T26,Intercept (baseline bias),0.6393820960524815,0.15469908163642596,0.6790910949266368,2.0896809196650206
Quality,T3,Intercept (baseline bias),0.7438449163647846,0.15547659019130342,0.6790910949266368,2.3088437447190744
Quality,T32,Intercept (baseline bias),-0.19032378385569387,0.1520250744215642,0.6790910949266368,1.5307589246878124
Quality,T35,Intercept (baseline bias),-0.23367511464185514,0.15221680623503756,0.6790910949266368,1.5577829859313534
Quality,A16,Avatar slope (fidelity sensitivity),0.2324895401414025,0.2427765800104734,0.6773277514197366,0.9365390822319277
Quality,A21,Avatar slope (fidelity sensitivity),-0.39113401915015233,0.25458368342891596,0.6773277514197366,1.0328204621747417
Quality,A38,Avatar slope (fidelity sensitivity),-0.24535268447199116,0.2519901611300274,0.6773277514197366,0.8996330450250686
Quality,A4,Avatar slope (fidelity sensitivity),0.7023812594005598,0.23939069528882848,0.6773277514197366,1.644945023697886
Quality,A47,Avatar slope (fidelity sensitivity),0.22288479643306816,0.25507053699237814,0.6773277514197366,0.8680185722189193
Quality,A57,Avatar slope (fidelity sensitivity),-0.8717935275185408,0.25194926502914566,0.6773277514197366,2.0002000972361094
Quality,A9,Avatar slope (fidelity sensitivity),-0.3222366352578739,0.24805484833565133,0.6773277514197366,0.9878618165145564
Quality,B14,Avatar slope (fidelity sensitivity),0.4035641767965608,0.24479742307144858,0.6773277514197366,1.0972198406257387
Quality,B54,Avatar slope (fidelity sensitivity),-0.3859688645139188,0.24434157802566567,0.6773277514197366,1.077715154940622
Quality,C18,Avatar slope (fidelity sensitivity),-0.033627177912775315,0.24797859215084428,0.6773277514197366,0.8267575710892688
Quality,C25,Avatar slope (fidelity sensitivity),0.5473409251270068,0.2505290732754885,0.6773277514197366,1.283261531525253
Quality,C39,Avatar slope (fidelity sensitivity),-0.6788542570214485,0.2480397748214423,0.6773277514197366,1.5492740108029455
Quality,C45,Avatar slope (fidelity sensitivity),-0.3595329687337973,0.24911034833852896,0.6773277514197366,1.0225418333853171
Quality,C48,Avatar slope (fidelity sensitivity),0.2963521981733074,0.257182723264155,0.6773277514197366,0.917802428648634
Quality,D41,Avatar slope (fidelity sensitivity),-0.4502199270258167,0.2463160017841528,0.6773277514197366,1.1521030433475068
Quality,D42,Avatar slope (fidelity sensitivity),-0.4507892571090898,0.24419376779589333,0.6773277514197366,1.1637568133146947
Quality,E30,Avatar slope (fidelity sensitivity),-0.08910115846962595,0.24788482715039514,0.6773277514197366,0.8379349365269392
Quality,E33,Avatar slope (fidelity sensitivity),0.5441873813798953,0.25370412722691416,0.6773277514197366,1.2621975589416097
Quality,F17,Avatar slope (fidelity sensitivity),-0.6676650151778678,0.23884689129550998,0.6773277514197366,1.573032039879596
Quality,G36,Avatar slope (fidelity sensitivity),0.09154164651273716,0.25176628608468044,0.6773277514197366,0.8192623357598291
Quality,G50,Avatar slope (fidelity sensitivity),-0.3058391594919803,0.25138741957642313,0.6773277514197366,0.9550322473225177
Quality,H51,Avatar slope (fidelity sensitivity),-0.1622480585855622,0.24942124022845633,0.6773277514197366,0.8591300995281846
Quality,I1,Avatar slope (fidelity sensitivity),-0.1837940067392754,0.24774157302938477,0.6773277514197366,0.8792884990239989
Quality,I19,Avatar slope (fidelity sensitivity),-0.002348581399257281,0.2541688821532114,0.6773277514197366,0.794303953371901
Quality,I49,Avatar slope (fidelity sensitivity),-0.17595882393643475,0.24079002588733125,0.6773277514197366,0.9105770961144617
Quality,J13,Avatar slope (fidelity sensitivity),-0.30415612714781814,0.24354971082542165,0.6773277514197366,0.9930148154733844
Quality,J29,Avatar slope (fidelity sensitivity),-0.03268394982716001,0.25587577703903636,0.6773277514197366,0.7876876218524289
Quality,J34,Avatar slope (fidelity sensitivity),0.9260407810063149,0.2380669939829579,0.6773277514197366,2.2246164415885543
Quality,J43,Avatar slope (fidelity sensitivity),-0.6642867791906512,0.24918261765750357,0.6773277514197366,1.5127708334892447
Quality,J52,Avatar slope (fidelity sensitivity),0.056146476177352904,0.2540304614543589,0.6773277514197366,0.7999272719816716
Quality,K31,Avatar slope (fidelity sensitivity),-0.1384688398206128,0.2426464120012448,0.6773277514197366,0.882373709023481
Quality,K52,Avatar slope (fidelity sensitivity),-0.0315622300877935,0.2428074992415942,0.6773277514197366,0.8529580666358031
Quality,L15,Avatar slope (fidelity sensitivity),-0.028928389951012615,0.2422903281280995,0.6773277514197366,0.855389255382779
Quality,L37,Avatar slope (fidelity sensitivity),1.1218134814604008,0.24718728694457248,0.6773277514197366,2.8077117107605143
Quality,L56,Avatar slope (fidelity sensitivity),1.344785128292102,0.2540031230380736,0.6773277514197366,3.6385998639819137
Quality,L8,Avatar slope (fidelity sensitivity),0.5419507409378234,0.24701960228990558,0.6773277514197366,1.291636543398953
Quality,M23,Avatar slope (fidelity sensitivity),-0.8933983455790719,0.24839943868503397,0.6773277514197366,2.0778425422090665
Quality,M24,Avatar slope (fidelity sensitivity),-0.08937318392225722,0.24526626398695991,0.6773277514197366,0.851301995280316
Quality,M5,Avatar slope (fidelity sensitivity),-0.22919640873501992,0.23846069638220108,0.6773277514197366,0.95676056798183
Quality,M56,Avatar slope (fidelity sensitivity),0.5766419974309771,0.24037794756681494,0.6773277514197366,1.3868829707241206
Quality,N10,Avatar slope (fidelity sensitivity),0.5644512967474887,0.23538756924968612,0.6773277514197366,1.3915438445821535
Quality,N22,Avatar slope (fidelity sensitivity),-0.02963514610608574,0.25383021863890537,0.6773277514197366,0.7973292489166793
Quality,N44,Avatar slope (fidelity sensitivity),0.2907041544889711,0.2507420877159654,0.6773277514197366,0.9440348470018514
Quality,N58,Avatar slope (fidelity sensitivity),-0.033715489774108764,0.24663797439108753,0.6773277514197366,0.8335449485779728
Quality,O12,Avatar slope (fidelity sensitivity),1.2876761761285382,0.24229340779765446,0.6773277514197366,3.461172067462003
Quality,R20,Avatar slope (fidelity sensitivity),0.9238637437395558,0.2557030069503407,0.6773277514197366,2.1288747833152657
Quality,S11,Avatar slope (fidelity sensitivity),-0.447679917500634,0.24912633263527917,0.6773277514197366,1.1343391378341334
Quality,S2,Avatar slope (fidelity sensitivity),-0.4642545679314559,0.25913955591160365,0.6773277514197366,1.1092555823279242
Quality,S28,Avatar slope (fidelity sensitivity),0.5629538977048816,0.24583872145166802,0.6773277514197366,1.3341233064056068
Quality,S38,Avatar slope (fidelity sensitivity),0.7725988882921915,0.2439341577288429,0.6773277514197366,1.7841198889920342
Quality,S46,Avatar slope (fidelity sensitivity),0.06517356289327983,0.2432035500600898,0.6773277514197366,0.8560217515496578
Quality,S5,Avatar slope (fidelity sensitivity),-0.4559543099171977,0.250186471395082,0.6773277514197366,1.1408016189436465
Quality,S6,Avatar slope (fidelity sensitivity),-0.10091199150146837,0.24267024527372094,0.6773277514197366,0.8681142377990633
Quality,T26,Avatar slope (fidelity sensitivity),-1.452361759344078,0.24021321975910245,0.6773277514197366,4.181544224531578
Quality,T3,Avatar slope (fidelity sensitivity),-0.09948904040066597,0.2492422469960635,0.6773277514197366,0.8341976071265433
Quality,T32,Avatar slope (fidelity sensitivity),0.5477916780859764,0.2387965339096705,0.6773277514197366,1.3442069697919126
Quality,T35,Avatar slope (fidelity sensitivity),-1.4153682630610531,0.25175298358641635,0.6773277514197366,3.955971822262834
Quality,A16,Valence slope (disclosure sensitivity),0.027712995731983426,0.2092759497895898,0.5261336558225662,0.7248043148612575
Quality,A21,Valence slope (disclosure sensitivity),-0.274259924857714,0.1969683498603444,0.5261336558225662,0.9932261041495554
Quality,A38,Valence slope (disclosure sensitivity),-0.022860839321191248,0.21008235722414456,0.5261336558225662,0.7194976071196297
Quality,A4,Valence slope (disclosure sensitivity),-0.181409491547903,0.20215669376338347,0.5261336558225662,0.8508602545172261
Quality,A47,Valence slope (disclosure sensitivity),-0.26137615886565446,0.20423470333083915,0.5261336558225662,0.930575625844703
Quality,A57,Valence slope (disclosure sensitivity),0.012668560551923154,0.19172493910987165,0.5261336558225662,0.8312496961515258
Quality,A9,Valence slope (disclosure sensitivity),0.14376868833312453,0.2014222905076568,0.5261336558225662,0.8234427899483293
Quality,B14,Valence slope (disclosure sensitivity),0.028642753592314878,0.19342982151226054,0.5261336558225662,0.8219082494055411
Quality,B54,Valence slope (disclosure sensitivity),0.08699355443095218,0.20966622123177972,0.5261336558225662,0.7402620089012474
Quality,C18,Valence slope (disclosure sensitivity),0.12426830414480163,0.2029046377514658,0.5261336558225662,0.8008057192182945
Quality,C25,Valence slope (disclosure sensitivity),-0.1473356858549486,0.1993045435417126,0.5261336558225662,0.8391859518316955
Quality,C39,Valence slope (disclosure sensitivity),0.499840426736701,0.201527805540004,0.5261336558225662,1.4199873942359775
Quality,C45,Valence slope (disclosure sensitivity),0.0839270525190511,0.20135753705300674,0.5261336558225662,0.78833196396365
Quality,C48,Valence slope (disclosure sensitivity),0.5634589740081447,0.21878271447200484,0.5261336558225662,1.4966417825561207
Quality,D41,Valence slope (disclosure sensitivity),0.10604983502523416,0.18963418169123297,0.5261336558225662,0.8738797839757305
Quality,D42,Valence slope (disclosure sensitivity),0.18030490578819022,0.1988578366514643,0.5261336558225662,0.8701083758445706
Quality,E30,Valence slope (disclosure sensitivity),-0.24185047588634412,0.1980412261252446,0.5261336558225662,0.9429055327025488
Quality,E33,Valence slope (disclosure sensitivity),-0.12799657763363473,0.1992986806385043,0.5261336558225662,0.8253468889068236
Quality,F17,Valence slope (disclosure sensitivity),-0.10348186643307375,0.20306055765998132,0.5261336558225662,0.7875259906308119
Quality,G36,Valence slope (disclosure sensitivity),-0.06679959406442097,0.201058862855784,0.5261336558225662,0.7834330879061763
Quality,G50,Valence slope (disclosure sensitivity),-0.3021124008000825,0.1928073328652833,0.5261336558225662,1.0616366767158376
Quality,H51,Valence slope (disclosure sensitivity),-0.1864807600489271,0.19203106561119712,0.5261336558225662,0.9194551416617532
Quality,I1,Valence slope (disclosure sensitivity),-0.1396152657525247,0.19768327238762382,0.5261336558225662,0.8435195598987664
Quality,I19,Valence slope (disclosure sensitivity),-0.21456599055163733,0.2057332967425846,0.5261336558225662,0.8635733789700879
Quality,I49,Valence slope (disclosure sensitivity),0.37827533965874227,0.20306499644125978,0.5261336558225662,1.132473663931432
Quality,J13,Valence slope (disclosure sensitivity),0.2226916382956164,0.19859574925419096,0.5261336558225662,0.9162522717477335
Quality,J29,Valence slope (disclosure sensitivity),-0.23566908564417552,0.19887520935704195,0.5261336558225662,0.930013638116121
Quality,J34,Valence slope (disclosure sensitivity),-0.22712221339236474,0.20394808361743197,0.5261336558225662,0.8886928573953083
Quality,J43,Valence slope (disclosure sensitivity),0.19297158561869426,0.19970069491547263,0.5261336558225662,0.8772028208606929
Quality,J52,Valence slope (disclosure sensitivity),-0.24631631896394862,0.19191416034088368,0.5261336558225662,0.9876999916883942
Quality,K31,Valence slope (disclosure sensitivity),0.0780877782534265,0.20546158805780923,0.5261336558225662,0.7611082330182376
Quality,K52,Valence slope (disclosure sensitivity),-0.08372264084824763,0.1966685078871652,0.5261336558225662,0.8173727004602348
Quality,L15,Valence slope (disclosure sensitivity),0.13640394261358618,0.19940309825017707,0.5261336558225662,0.8304923225405066
Quality,L37,Valence slope (disclosure sensitivity),0.12453880061666954,0.20199460481701695,0.5261336558225662,0.806505990591468
Quality,L56,Valence slope (disclosure sensitivity),0.20798595307387108,0.2132142898359705,0.5261336558225662,0.8129663415829588
Quality,L8,Valence slope (disclosure sensitivity),-0.2604985695602566,0.2012780340382621,0.5261336558225662,0.9472961025907919
Quality,M23,Valence slope (disclosure sensitivity),0.3053926583719807,0.20165855946248526,0.5261336558225662,1.011173264048812
Quality,M24,Valence slope (disclosure sensitivity),-0.12053240667459415,0.19991211542054418,0.5261336558225662,0.8167172429648113
Quality,M5,Valence slope (disclosure sensitivity),-0.03882540731858234,0.20393096088351895,0.5261336558225662,0.7583015175648014
Quality,M56,Valence slope (disclosure sensitivity),0.0399765306084443,0.20943219724604356,0.5261336558225662,0.7260612323018081
Quality,N10,Valence slope (disclosure sensitivity),-5.902691971688926e-4,0.19938125236856216,0.5261336558225662,0.7821437252381063
Quality,N22,Valence slope (disclosure sensitivity),-0.12496324896824505,0.20161720130680072,0.5261336558225662,0.8090830461177855
Quality,N44,Valence slope (disclosure sensitivity),0.1755800995381022,0.20746685792915492,0.5261336558225662,0.8136986455325421
Quality,N58,Valence slope (disclosure sensitivity),-0.3638770323531021,0.1988141910295209,0.5261336558225662,1.1306972503298214
Quality,O12,Valence slope (disclosure sensitivity),-0.30226476454997564,0.20336876579662522,0.5261336558225662,0.995841877433591
Quality,R20,Valence slope (disclosure sensitivity),0.02593899430491331,0.1949384487135042,0.5261336558225662,0.8118420383708894
Quality,S11,Valence slope (disclosure sensitivity),-0.039677266474169554,0.19554417900969367,0.5261336558225662,0.8103315454257187
Quality,S2,Valence slope (disclosure sensitivity),0.28590734816693236,0.19497287528679172,0.5261336558225662,1.0228804276701142
Quality,S28,Valence slope (disclosure sensitivity),0.21232916702703286,0.19715890221888388,0.5261336558225662,0.9134993976323993
Quality,S38,Valence slope (disclosure sensitivity),0.0878905527691999,0.2022316940409193,0.5261336558225662,0.7847762675844654
Quality,S46,Valence slope (disclosure sensitivity),-0.06532647125193977,0.2072015715045748,0.5261336558225662,0.7460439350831454
Quality,S5,Valence slope (disclosure sensitivity),0.05242936304385082,0.19493688994685315,0.5261336558225662,0.8172617897681936
Quality,S6,Valence slope (disclosure sensitivity),-0.3187033102535214,0.20608441206076664,0.5261336558225662,1.0062023642326943
Quality,T26,Valence slope (disclosure sensitivity),-0.3426612043601272,0.215577295701267,0.5261336558225662,0.992952953127884
Quality,T3,Valence slope (disclosure sensitivity),-0.16365505691285237,0.20588110738836493,0.5261336558225662,0.8125182667330485
Quality,T32,Valence slope (disclosure sensitivity),0.03530811143788825,0.19459911279219932,0.5261336558225662,0.8155064487994143
Quality,T35,Valence slope (disclosure sensitivity),0.4708864739100716,0.210862541825663,0.5261336558225662,1.2914533863255377
